m1803-C-2800,DCE,m1803-C-2800,m1803-C-2800,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-C-2850,DCE,m1803-C-2850,m1803-C-2850,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-C-2900,DCE,m1803-C-2900,m1803-C-2900,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-C-2950,DCE,m1803-C-2950,m1803-C-2950,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-C-3000,DCE,m1803-C-3000,m1803-C-3000,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-C-3050,DCE,m1803-C-3050,m1803-C-3050,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-C-3100,DCE,m1803-C-3100,m1803-C-3100,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-P-2650,DCE,m1803-P-2650,m1803-P-2650,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-P-2700,DCE,m1803-P-2700,m1803-P-2700,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-P-2750,DCE,m1803-P-2750,m1803-P-2750,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-P-2800,DCE,m1803-P-2800,m1803-P-2800,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-P-2850,DCE,m1803-P-2850,m1803-P-2850,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
m1803-P-2900,DCE,m1803-P-2900,m1803-P-2900,m_o,2,2018,3,100,1,100,1,10,0.5,20170331,20170331,20180215,20180215,20180215,1,1,2,2,1.79769e+308,1.79769e+308
ZC807,CZCE,煤7月,ZC807,ZC,1,2018,7,1000,1,1000,1,100,0.2,20170710,20170710,20180706,20180706,20180706,1,1,2,2,0.08,0.08
SR809,CZCE,白糖9月,SR809,SR,1,2018,9,1000,1,1000,1,10,1,20170315,20170315,20180914,20180914,20180914,1,1,2,2,0.05,0.05
TA803,CZCE,PTA3月,TA803,TA,1,2018,3,1000,1,1000,1,5,2,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.06,0.06
WH803,CZCE,强麦3月,WH803,WH,1,2018,3,1000,1,1000,1,20,1,20170315,20170315,20180314,20180314,20180314,1,1,2,2,0.2,0.2
pb1711,SHFE,pb1711,pb1711,pb,1,2017,11,30,1,500,1,5,5,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.15,0.15
rb1711,SHFE,rb1711,rb1711,rb,1,2017,11,30,1,500,1,10,1,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.15,0.15
ru1711,SHFE,ru1711,ru1711,ru,1,2017,11,30,1,500,1,10,5,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.15,0.15
sn1711,SHFE,sn1711,sn1711,sn,1,2017,11,30,1,500,1,1,10,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.15,0.15
wr1711,SHFE,wr1711,wr1711,wr,1,2017,11,30,1,500,1,10,1,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.2,0.2
zn1711,SHFE,zn1711,zn1711,zn,1,2017,11,30,1,500,1,5,5,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.15,0.15
ag1711,SHFE,ag1711,ag1711,ag,1,2017,11,30,1,500,1,15,1,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.15,0.15
al1711,SHFE,al1711,al1711,al,1,2017,11,30,1,500,1,5,5,20161014,20161116,20171115,20171116,20171122,1,1,2,1,0.15,0.15
au1712,SHFE,au1712,au1712,au,1,2017,12,30,1,500,1,1000,0.05,20161014,20161116,20171215,20171218,20171222,1,1,2,1,0.1,0.1
